accession,uid,voucher,subname,subtype,source_identifier,institution_code,specimen_id,specimen_idA,specimen_idB,definition
KF834471,565823664,MAT99Q966,MAT99Q966,specimen_voucher,MAT99Q966,,MAT99Q966,,,"Lysandra caelestissima voucher MAT99Q966 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence"
KF834404,565823543,MAT99Q966,MAT99Q966,specimen_voucher,MAT99Q966,,MAT99Q966,,,"Lysandra caelestissima voucher MAT99Q966 histone H3 (H3) gene, partial cds"
KF834402,565823536,MAT99Q966,MAT99Q966,specimen_voucher,MAT99Q966,,MAT99Q966,,,"Lysandra caelestissima voucher MAT99Q966 cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu (tRNA-Leu) gene, complete sequence; and cytochrome oxidase subunit II (COII) gene, partial cds; mitochondrial"
KF834321,565823324,MAT99Q966,MAT99Q966,specimen_voucher,MAT99Q966,,MAT99Q966,,,"Lysandra caelestissima voucher MAT99Q966 carbamoyl phosphate synthetase II domain (CAD) gene, partial cds"
KF834281,565823279,MAT99Q966,MAT99Q966,specimen_voucher,MAT99Q966,,MAT99Q966,,,"Lysandra caelestissima voucher MAT99Q966 28S ribosomal RNA gene, partial sequence"
GQ129076,266635019,RV03H454,"MCZ:RV03H454|Spain: Barcelona, El Brull",specimen_voucher|country,MCZ:RV03H454,MCZ,RV03H454,,,"Lysandra coridon voucher MCZ:RV03H454 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence"
GQ128665,266634853,RV03H454,"MCZ:RV03H454|Spain: Barcelona, El Brull",specimen_voucher|country,MCZ:RV03H454,MCZ,RV03H454,,,"Lysandra coridon voucher MCZ:RV03H454 elongation factor 1 alpha (Ef-1a) gene, partial cds"
GQ128767,264687456,RV03H454,"MCZ:RV03H454|Spain: Barcelona, El Brull",specimen_voucher|country,MCZ:RV03H454,MCZ,RV03H454,,,"Lysandra coridon voucher MCZ:RV03H454 histone H3 (H3) gene, partial cds"
GQ128976,264687194,RV03H454,"MCZ:RV03H454|Spain: Barcelona, El Brull",specimen_voucher|country,MCZ:RV03H454,MCZ,RV03H454,,,"Lysandra coridon voucher MCZ:RV03H454 cytochrome c oxidase I (COI) gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome c oxidase II (COII) gene, complete cds; mitochondrial"
GQ128594,264687017,RV03H454,"MCZ:RV03H454|Spain: Barcelona, El Brull",specimen_voucher|country,MCZ:RV03H454,MCZ,RV03H454,,,"Lysandra coridon voucher MCZ:RV03H454 carbamoyl phosphate synthetase II domain (CAD) gene, partial cds"
GQ128484,264686869,RV03H454,"MCZ:RV03H454|Spain: Barcelona, El Brull",specimen_voucher|country,MCZ:RV03H454,MCZ,RV03H454,,,"Lysandra coridon voucher MCZ:RV03H454 28S ribosomal RNA gene, partial sequence"
GQ128874,264683794,RV03H454,"MCZ:RV03H454|Spain: Barcelona, El Brull",specimen_voucher|country,MCZ:RV03H454,MCZ,RV03H454,,,"Lysandra coridon voucher MCZ:RV03H454 wingless (wg) gene, partial cds"
KF834490,565823686,RV03H454,RV03H454,specimen_voucher,RV03H454,,RV03H454,,,"Lysandra coridon cataluniae voucher RV03H454 ribosomal protein L5 (L5) gene, partial cds"
KF834478,565823671,RV03H454,RV03H454,specimen_voucher,RV03H454,,RV03H454,,,"Lysandra coridon cataluniae voucher RV03H454 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence"
KF834389,565823498,RV03H454,RV03H454,specimen_voucher,RV03H454,,RV03H454,,,"Lysandra coridon cataluniae voucher RV03H454 cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu (tRNA-Leu) gene, complete sequence; and cytochrome oxidase subunit II (COII) gene, partial cds; mitochondrial"
JX678094,429846044,RV03H454,RVcoll.RV03H454,specimen_voucher,RVcoll.RV03H454,,RVcoll.RV03H454,,,"Lysandra coridon voucher RVcoll.RV03H454 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
JX678208,429845873,RV03H454,Rvcoll.RV03H454,specimen_voucher,Rvcoll.RV03H454,,Rvcoll.RV03H454,,,"Lysandra coridon voucher Rvcoll.RV03H454 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence"
KF834554,565823819,VL05N131,VL05N131,specimen_voucher,VL05N131,,VL05N131,,,"Lysandra corydonius corydonius voucher VL05N131 wingless (wg) gene, partial cds"
KF834521,565823750,VL05N131,VL05N131,specimen_voucher,VL05N131,,VL05N131,,,"Lysandra corydonius corydonius voucher VL05N131 ribosomal protein L5 (L5) gene, partial cds"
KF834458,565823651,VL05N131,VL05N131,specimen_voucher,VL05N131,,VL05N131,,,"Lysandra corydonius corydonius voucher VL05N131 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence"
KF834420,565823579,VL05N131,VL05N131,specimen_voucher,VL05N131,,VL05N131,,,"Lysandra corydonius corydonius voucher VL05N131 histone H3 (H3) gene, partial cds"
KF834367,565823432,VL05N131,VL05N131,specimen_voucher,VL05N131,,VL05N131,,,"Lysandra corydonius corydonius voucher VL05N131 cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu (tRNA-Leu) gene, complete sequence; and cytochrome oxidase subunit II (COII) gene, partial cds; mitochondrial"
KF834330,565823343,VL05N131,VL05N131,specimen_voucher,VL05N131,,VL05N131,,,"Lysandra corydonius corydonius voucher VL05N131 carbamoyl phosphate synthetase II domain (CAD) gene, partial cds"
KF834308,565823306,VL05N131,VL05N131,specimen_voucher,VL05N131,,VL05N131,,,"Lysandra corydonius corydonius voucher VL05N131 28S ribosomal RNA gene, partial sequence"
KF834542,565823795,MAT99T993,MAT99T993,specimen_voucher,MAT99T993,,MAT99T993,,,"Lysandra hispana hispana voucher MAT99T993 wingless (wg) gene, partial cds"
KF834514,565823736,MAT99T993,MAT99T993,specimen_voucher,MAT99T993,,MAT99T993,,,"Lysandra hispana hispana voucher MAT99T993 ribosomal protein L5 (L5) gene, partial cds"
KF834480,565823673,MAT99T993,MAT99T993,specimen_voucher,MAT99T993,,MAT99T993,,,"Lysandra hispana hispana voucher MAT99T993 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence"
KF834430,565823600,MAT99T993,MAT99T993,specimen_voucher,MAT99T993,,MAT99T993,,,"Lysandra hispana hispana voucher MAT99T993 histone H3 (H3) gene, partial cds"
KF834375,565823456,MAT99T993,MAT99T993,specimen_voucher,MAT99T993,,MAT99T993,,,"Lysandra hispana hispana voucher MAT99T993 cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu (tRNA-Leu) gene, complete sequence; and cytochrome oxidase subunit II (COII) gene, partial cds; mitochondrial"
KF834353,565823392,MAT99T993,MAT99T993,specimen_voucher,MAT99T993,,MAT99T993,,,"Lysandra hispana hispana voucher MAT99T993 carbamoyl phosphate synthetase II domain (CAD) gene, partial cds"
KF834282,565823280,MAT99T993,MAT99T993,specimen_voucher,MAT99T993,,MAT99T993,,,"Lysandra hispana voucher MAT99T993 28S ribosomal RNA gene, partial sequence"
EU141298,161088963,EW4-5,EW4-5,specimen_voucher,EW4-5,,EW4-5,,,"Maniola jurtina voucher EW4-5 CAD (CAD) gene, partial cds"
EU141662,161088853,EW4-5,EW4-5,specimen_voucher,EW4-5,,EW4-5,,,"Maniola jurtina voucher EW4-5 ribosomal protein S2 (RpS2) gene, partial cds"
EU141599,161088727,EW4-5,EW4-5,specimen_voucher,EW4-5,,EW4-5,,,"Maniola jurtina voucher EW4-5 cytosolic malate dehydrogenase (MDH) gene, partial cds"
EU141534,161088597,EW4-5,EW4-5,specimen_voucher,EW4-5,,EW4-5,,,"Maniola jurtina voucher EW4-5 isocitrate dehydrogenase (IDH) gene, partial cds"
EU141481,161088491,EW4-5,EW4-5,specimen_voucher,EW4-5,,EW4-5,,,"Maniola jurtina voucher EW4-5 glyceraldehyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
EU141376,161088281,EW4-5,EW4-5,specimen_voucher,EW4-5,,EW4-5,,,"Maniola jurtina voucher EW4-5 ribosomal protein S5 (RpS5) gene, partial cds"
EU141256,161088169,EW4-5,EW4-5,specimen_voucher,EW4-5,,EW4-5,,,"Maniola jurtina voucher EW4-5 arginine kinase (ArgKin) gene, partial cds"
KR139116,875842464,EW4-5,EW4-5,specimen_voucher,EW4-5,,EW4-5,,,"Maniola jurtina voucher EW4-5 wingless (wgl) gene, partial cds"
GQ357589,257133827,CP10-14,CP10-14|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Maniola,specimen_voucher|old_lineage,CP10-14,,CP10-14,,,"Maniola telmessia voucher CP10-14 ribosomal protein S5 (RpS5) gene, partial cds"
GQ357459,257133567,CP10-14,CP10-14|root; cellular organisms; Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Maniola,specimen_voucher|old_lineage,CP10-14,,CP10-14,,,"Maniola telmessia voucher CP10-14 glyceraldehyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
GQ357220,257133089,CP10-14,CP10-14|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Maniola,specimen_voucher|old_lineage,CP10-14,,CP10-14,,,"Maniola telmessia voucher CP10-14 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
GQ200904,261886654,GCB-M_8,GCB-M 8|Italy,specimen_voucher|country,GCB-M 8,,GCB-M 8,,,"Melanargia arge voucher GCB-M 8 from Italy cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
GQ201377,261887460,GCB-M_8,GCB-M 8|Italy,specimen_voucher|country,GCB-M 8,,GCB-M 8,,,"Melanargia arge voucher GCB-M 8 from Italy wingless (wng) gene, partial cds"
GQ201237,261887319,GCB-M_8,GCB-M 8|Italy,specimen_voucher|country,GCB-M 8,,GCB-M 8,,,"Melanargia arge voucher GCB-M 8 from Italy 16S ribosomal RNA gene, partial sequence"
DQ338706,85376853,EW24-17,EW24-17|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Melanargiina; Melanargia,specimen_voucher|old_lineage,EW24-17,,EW24-17,,,"Melanargia galathea voucher EW24-17 wingless (wgl) gene, partial cds"
DQ338843,85014026,EW24-17,EW24-17|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Melanargiina; Melanargia,specimen_voucher|old_lineage,EW24-17,,EW24-17,,,"Melanargia galathea voucher EW24-17 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
DQ338993,85013742,EW24-17,EW24-17|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Melanargiina; Melanargia,specimen_voucher|old_lineage,EW24-17,,EW24-17,,,"Melanargia galathea voucher EW24-17 elongation factor-1 alpha (EF1-alpha) gene, partial cds"
EU528444,172034688,EW24-17,EW24-17|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Melanargia,specimen_voucher|old_lineage,EW24-17,,EW24-17,,,"Melanargia galathea voucher EW24-17 ribosomal protein S5 (RpS5) gene, partial cds"
EU528398,172034604,EW24-17,EW24-17|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Melanargia,specimen_voucher|old_lineage,EW24-17,,EW24-17,,,"Melanargia galathea voucher EW24-17 glyceraldehyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
GQ201004,261886854,DNAwthmel_004,DNAwthmel 004|Morocco,specimen_voucher|country,DNAwthmel 004,,DNAwthmel 004,,,"Melanargia ines voucher DNAwthmel 004 from Morocco cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
GQ201279,261887361,DNAwthmel_004,DNAwthmel 004|Morocco,specimen_voucher|country,DNAwthmel 004,,DNAwthmel 004,,,"Melanargia ines voucher DNAwthmel 004 from Morocco 16S ribosomal RNA gene, partial sequence"
GQ357593,257133835,NW149-3,NW149-3|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Melanargia,specimen_voucher|old_lineage,NW149-3,,NW149-3,,,"Melanargia lachesis voucher NW149-3 ribosomal protein S5 (RpS5) gene, partial cds"
GQ357463,257133575,NW149-3,NW149-3|root; cellular organisms; Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Melanargia,specimen_voucher|old_lineage,NW149-3,,NW149-3,,,"Melanargia lachesis voucher NW149-3 glyceraldehyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
GQ357354,257133357,NW149-3,NW149-3|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Melanargia,specimen_voucher|old_lineage,NW149-3,,NW149-3,,,"Melanargia lachesis voucher NW149-3 wingless (wgl) gene, partial cds"
GQ357289,257133227,NW149-3,NW149-3|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Melanargia,specimen_voucher|old_lineage,NW149-3,,NW149-3,,,"Melanargia lachesis voucher NW149-3 elongation factor-1 alpha (EF-1 alpha) gene, partial cds"
GQ357222,257133093,NW149-3,NW149-3|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Melanargia,specimen_voucher|old_lineage,NW149-3,,NW149-3,,,"Melanargia lachesis voucher NW149-3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
GQ201060,261886966,DNAwthmel_195,DNAwthmel 195|Turkey,specimen_voucher|country,DNAwthmel 195,,DNAwthmel 195,,,"Melanargia larissa voucher DNAwthmel 195 from Turkey cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
GQ201118,261887082,DNAwthmel_305,DNAwthmel 305|Spain,specimen_voucher|country,DNAwthmel 305,,DNAwthmel 305,,,"Melanargia occitanica voucher DNAwthmel 305 from Spain cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
MN145139,1712412166,WMB490-11,"RVcoll.11-H536|Italy: Sicily, Palermo, San Martino alle Scale|38.093 N 13.26 E|08-Jun-2011|Leonardo Dapporto",specimen_voucher|country|lat_lon|collection_date|identified_by,RVcoll.11-H536,,RVcoll.11-H536,,,"Melanargia pherusa voucher RVcoll.11-H536 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
DQ338708,85376857,CP-AC23-83,CP-AC23-83|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Melanargiina; Melanargia,specimen_voucher|old_lineage,CP-AC23-83,,CP-AC23-83,,,"Melanargia russiae voucher CP-AC23-83 wingless (wgl) gene, partial cds"
DQ338845,85014030,CP-AC23-83,CP-AC23-83|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Melanargiina; Melanargia,specimen_voucher|old_lineage,CP-AC23-83,,CP-AC23-83,,,"Melanargia russiae voucher CP-AC23-83 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
DQ338995,85013746,CP-AC23-83,CP-AC23-83|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Melanargiina; Melanargia,specimen_voucher|old_lineage,CP-AC23-83,,CP-AC23-83,,,"Melanargia russiae voucher CP-AC23-83 elongation factor-1 alpha (EF1-alpha) gene, partial cds"
FJ462165,215981949,NW103-12,NW103-12,specimen_voucher,NW103-12,,NW103-12,,,"Melitaea aetherie voucher NW103-12 wingless (Wgl) gene, partial cds"
FJ462230,215981829,NW103-12,NW103-12,specimen_voucher,NW103-12,,NW103-12,,,"Melitaea aetherie voucher NW103-12 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
FJ462290,215981691,NW103-12,NW103-12,specimen_voucher,NW103-12,,NW103-12,,,"Melitaea aetherie voucher NW103-12 elongation factor 1 alpha (EF-1alpha) gene, partial cds"
FJ462170,215981959,NW23-5,NW23-5,specimen_voucher,NW23-5,,NW23-5,,,"Melitaea arduinna voucher NW23-5 wingless (Wgl) gene, partial cds"
AF187742,54639841,NW23-5,NW23-5,specimen_voucher,NW23-5,,NW23-5,,,"Melitaea arduinna voucher NW23-5 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
AF186930,8389039,NW23-5,NW23-5,specimen_voucher,NW23-5,,NW23-5,,,"Melitaea arduinna voucher NW23-5 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
KJ723580,758898051,NW23-5,NW23-5|Lepidoptera; Nymphalidae; Nymphalinae; Melitaeini; Melitaea,specimen_voucher|old_lineage,NW23-5,,NW23-5,,,"Melitaea arduinna voucher NW23-5 ribosomal protein S5 (RpS5) gene, partial cds"
KJ723520,758897886,NW23-5,NW23-5|Lepidoptera; Nymphalidae; Nymphalinae; Melitaeini; Melitaea,specimen_voucher|old_lineage,NW23-5,,NW23-5,,,"Melitaea arduinna voucher NW23-5 carbamoylphosphate synthase domain protein (CAD) gene, partial cds"
AY788774,58615171,NW23-5,NW23-5,specimen_voucher,NW23-5,,NW23-5,,,"Melitaea arduinna voucher NW23-5 elongation factor 1 alpha (EF-1alpha) gene, partial cds"
AY788534,58614691,NW23-5,NW23-5,specimen_voucher,NW23-5,,NW23-5,,,"Melitaea arduinna voucher NW23-5 wingless (Wgl) gene, partial cds"
FJ462233,215981835,NW142-19,NW142-19|Melitaea asteria,specimen_voucher|old_name,NW142-19,,NW142-19,,,"Melitaea asteria voucher NW142-19 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
FJ462296,215981703,NW142-19,NW142-19|Melitaea asteria,specimen_voucher|old_name,NW142-19,,NW142-19,,,"Melitaea asteria voucher NW142-19 elongation factor 1 alpha (EF-1alpha) gene, partial cds"
FJ462171,215981961,NW76-14,NW76-14|Melitaea athalia,specimen_voucher|old_name,NW76-14,,NW76-14,,,"Melitaea athalia voucher NW76-14 wingless (Wgl) gene, partial cds"
FJ462234,215981837,NW76-14,NW76-14|Melitaea athalia,specimen_voucher|old_name,NW76-14,,NW76-14,,,"Melitaea athalia voucher NW76-14 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
FJ462297,215981705,NW76-14,NW76-14|Melitaea athalia,specimen_voucher|old_name,NW76-14,,NW76-14,,,"Melitaea athalia voucher NW76-14 elongation factor 1 alpha (EF-1alpha) gene, partial cds"
FJ462173,215981965,NW23-2,NW23-2|Melitaea aurelia,specimen_voucher|old_name,NW23-2,,NW23-2,,,"Melitaea aurelia voucher NW23-2 wingless (Wgl) gene, partial cds"
FJ462299,215981709,NW23-2,NW23-2|Melitaea aurelia,specimen_voucher|old_name,NW23-2,,NW23-2,,,"Melitaea aurelia voucher NW23-2 elongation factor 1 alpha (EF-1alpha) gene, partial cds"
AY788775,58615173,NW69-8,NW69-8|Melitaea britomartis,specimen_voucher|old_name,NW69-8,,NW69-8,,,"Melitaea britomartis voucher NW69-8 elongation factor 1 alpha (EF-1alpha) gene, partial cds"
AY788655,58614933,NW69-8,NW69-8|Melitaea britomartis,specimen_voucher|old_name,NW69-8,,NW69-8,,,"Melitaea britomartis voucher NW69-8 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
AY788535,58614693,NW69-8,NW69-8|Melitaea britomartis,specimen_voucher|old_name,NW69-8,,NW69-8,,,"Melitaea britomartis voucher NW69-8 wingless (Wgl) gene, partial cds"
MN752777,1852459085,AC6-14,AC6_14|Melitaea celadussa,specimen_voucher|old_name,AC6_14,,AC6_14,,,"Melitaea nevadensis voucher AC6_14 glyceraldhyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
MN752749,1852459029,AC6-14,AC6_14|Melitaea celadussa,specimen_voucher|old_name,AC6_14,,AC6_14,,,"Melitaea nevadensis voucher AC6_14 ribosomal protein S5 gene, partial cds"
FJ462179,215981977,AC6-14,AC6-14|Melitaea athalia celadussa,specimen_voucher|old_name,AC6-14,,AC6-14,,,"Melitaea athalia celadussa voucher AC6-14 wingless (Wgl) gene, partial cds"
FJ462240,215981849,AC6-14,AC6-14|Melitaea athalia celadussa,specimen_voucher|old_name,AC6-14,,AC6-14,,,"Melitaea athalia celadussa voucher AC6-14 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
FJ462306,215981723,AC6-14,AC6-14|Melitaea athalia celadussa,specimen_voucher|old_name,AC6-14,,AC6-14,,,"Melitaea athalia celadussa voucher AC6-14 elongation factor 1 alpha (EF-1alpha) gene, partial cds"
EU141342,161089051,NW73-14,NW73-14,specimen_voucher,NW73-14,,NW73-14,,,"Melitaea cinxia voucher NW73-14 CAD (CAD) gene, partial cds"
EU141698,161088925,NW73-14,NW73-14,specimen_voucher,NW73-14,,NW73-14,,,"Melitaea cinxia voucher NW73-14 ribosomal protein S2 (RpS2) gene, partial cds"
EU141643,161088815,NW73-14,NW73-14,specimen_voucher,NW73-14,,NW73-14,,,"Melitaea cinxia voucher NW73-14 cytosolic malate dehydrogenase (MDH) gene, partial cds"
EU141579,161088687,NW73-14,NW73-14,specimen_voucher,NW73-14,,NW73-14,,,"Melitaea cinxia voucher NW73-14 isocitrate dehydrogenase (IDH) gene, partial cds"
